trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
155,False,"{'a': 0.5, 'e': 0.7510422343864047}",25,0,-186.59843451745388,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
156,False,"{'a': 0.5, 'e': 0.7475588223930004}",25,0,-102.2678505456325,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.7440441574728509}",30,0,-218.86042003001347,"{0: 14, 1: 1, 2: 11, 3: 2, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.740497935485146}",25,0,-160.13177987772815,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
159,False,"{'a': 0.5, 'e': 0.7369198430014029}",25,5,-59.040591254914666,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
160,False,"{'a': 0.5, 'e': 0.7333095569396406}",20,0,-80.10349200398223,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.7296667441800987}",30,7,-15.393541527049463,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.7259910611613559}",25,9,-101.58613712349485,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.7222821534556177}",20,0,-15.422776995150107,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.7185396553218484}",20,0,-33.66395075678758,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.7147631892353232}",35,20,11.468039750745467,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.7109523653920711}",25,15,3.5083497319950294,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.7071067811865476}",20,0,-73.87004096847654,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.7032260206607652}",20,0,-61.037947941852444,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.699309653922948}",25,0,-72.75204355535699,"{0: 15, 1: 8, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.6953572365336377}",20,0,-187.53229869178483,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
171,False,"{'a': 0.5, 'e': 0.6913683088569964}",35,0,-145.2869852698221,"{0: 24, 1: 5, 2: 3, 3: 0, 4: 3}",0
172,False,"{'a': 0.5, 'e': 0.687342395374875}",20,0,-151.25801863943832,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.6832790039610072}",20,0,-102.29705118037121,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.6791776251124634}",30,0,-121.14768589299071,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.6750377311352616}",35,0,-58.57869931897133,"{0: 23, 1: 6, 2: 6, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.6708587752807502}",25,3,12.542681813676502,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.6666401908290889}",25,0,-101.83134648625192,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.6623813901158192}",30,0,-20.477165213020612,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.6580817634971575}",35,0,-180.3556727946879,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 4}",0
180,False,"{'a': 0.5, 'e': 0.6537406782492341}",35,15,-71.6347245881755,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.6493574773960673}",20,5,-29.32765910356382,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.6449314784605581}",20,0,-11.317735589485642,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
