trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
96,False,"{'a': 0.5, 'e': 0.9999583766909469}",25,0,-111.50875499814344,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9999578343734188}",20,0,-160.9453250921612,"{0: 8, 1: 8, 2: 1, 3: 0, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.9999572813875005}",25,0,-141.9028234347933,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9999567174515236}",25,0,-157.9660336165785,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.9999561422744616}",20,0,-41.673819439374,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9999555555555556}",20,0,-66.76144696174251,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9999549569839197}",30,0,-112.77965380404845,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9999543462381301}",20,0,-133.6678753034826,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.999953722985793}",30,0,-187.79054011246686,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 4}",0
105,False,"{'a': 0.5, 'e': 0.9999530868830925}",20,0,-93.21368987917704,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9999524375743163}",20,0,-45.034454518444235,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.999951774691358}",20,5,-132.8357966147435,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 2}",1
108,False,"{'a': 0.5, 'e': 0.9999510978531958}",20,0,-56.561503891211856,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.9999504066653442}",20,0,-77.40142086216848,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.9999497007192797}",25,0,-109.3137453478202,"{0: 12, 1: 7, 2: 5, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9999489795918367}",20,0,-93.59305244009292,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9999482428445733}",30,0,-147.3086045958015,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.9999474900231043}",25,0,-101.3811169490766,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.9999467206564016}",30,0,-195.05095986172455,"{0: 17, 1: 2, 2: 8, 3: 0, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9999459342560554}",25,0,-60.04629386983656,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.9999451303155007}",25,0,-181.76708877680656,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.9999443083092002}",30,0,-71.7419735170867,"{0: 19, 1: 6, 2: 4, 3: 1, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.9999434676917859}",20,14,0.4235725602493847,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.9999426078971534}",35,0,-200.16310196868622,"{0: 20, 1: 5, 2: 7, 3: 0, 4: 3}",0
120,False,"{'a': 0.5, 'e': 0.9999417283375095}",30,0,-87.49600767183804,"{0: 16, 1: 7, 2: 7, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9999408284023669}",20,0,-120.61601866346722,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.9999399074574845}",25,0,-166.16889986995324,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
